Startup Name;Industry;Funding Rounds; Investment Amount (USD)  ;Investment Amount (K USD) ; Valuation (USD) ;Valuation (K USD);Number of Investors;Country;Year Founded;Growth Rate (%);Ranking by value;Old;ROI (%);Average investment per round (K USD) 
Startup_1182;HealthTech;1; $115.178.212.904 ;115178,21; $2.199.050.019.258.340 ;2199050019,26;42;Australia;2023; 1.501 ;Superunicorn;2;19091,58673;2742,338402
Startup_1183;SaaS;1; $154.451.736.922 ;154451,74; $5.186.021.990.418.880 ;5186021990,42;2;USA;2022; 5.357 ;Superunicorn;3;33575,97423;77225,86846
Startup_1184;Biotech;2; $34.971.754.202 ;34971,75; $11.555.414.362.573.800 ;11555414362,57;45;China;2000; 3.412 ;Superunicorn;25;330420,3536;777,1500934
Startup_1185;SaaS;5; $263.974.456.692 ;263974,46; $11.938.383.803.282.500 ;11938383803,28;29;China;2005; 4.902 ;Superunicorn;20;45224,52656;9102,567472
Startup_1186;SaaS;6; $23.785.745.881 ;23785,75; $10.821.661.608.954.800 ;10821661608,95;1;India;2003; 9.393 ;Superunicorn;22;454963,148;23785,74588
Startup_1187;E-commerce;9; $15.389.010.864 ;15389,01; $27.149.269.208.463.800 ;27149269208,46;33;Germany;2015; 19.664 ;Superunicorn;10;1764197,456;466,3336625
Startup_1188;HealthTech;10; $319.481.167.349 ;319481,17; $1.300.853.979.774.500 ;1300853979,77;41;Germany;2007; 12.071 ;Superunicorn;18;4070,77046;7792,223594
Startup_1189;AI;9; $319.475.539.907 ;319475,54; $5.990.554.820.811.480 ;5990554820,81;9;Canada;2010; 17.952 ;Superunicorn;15;18750,21589;35497,28221
Startup_1190;EdTech;5; $11.043.310.632 ;11043,31; $407.141.854.125.467 ;407141854,13;22;USA;2006; 3.542 ;Superunicorn;19;36866,73538;501,9686651
Startup_1191;E-commerce;7; $415.814.857.286 ;415814,86; $1.150.259.229.011.440 ;1150259229,01;46;China;2003; 18.624 ;Superunicorn;22;2765,277368;9039,453419
Startup_1192;Biotech;8; $345.006.551.555 ;345006,55; $14.138.894.650.762.300 ;14138894650,76;2;Brazil;2020; 868 ;Superunicorn;5;40980,5251;172503,2758
Startup_1193;SaaS;1; $125.007.655.493 ;125007,66; $41.267.504.120.230.300 ;41267504120,23;7;India;2012; 13.422 ;Superunicorn;13;330118,8151;17858,2365
Startup_1194;Blockchain;7; $14.580.676.638 ;14580,68; $35.176.247.490.425.200 ;35176247490,43;20;USA;2020; 13.634 ;Superunicorn;5;2412524,04;729,0338319
Startup_1195;EdTech;10; $33.953.679.943 ;33953,68; $5.543.295.316.649.350 ;5543295316,65;2;Australia;2003; 19.114 ;Superunicorn;22;163259,5163;16976,83997
Startup_1196;E-commerce;1; $484.140.625.534 ;484140,63; $7.338.419.456.021.240 ;7338419456,02;39;Canada;2013; 8.849 ;Superunicorn;12;15156,61964;12413,86219
Startup_1197;AI;6; $417.091.139.585 ;417091,14; $14.116.786.258.101.200 ;14116786258,10;11;Canada;2001; 10.976 ;Superunicorn;24;33844,80711;37917,37633
Startup_1198;E-commerce;6; $168.761.388.918 ;168761,39; $7.534.509.596.303.050 ;7534509596,30;13;UK;2023; 14.222 ;Superunicorn;2;44644,93261;12981,6453
Startup_1199;SaaS;8; $467.667.195.642 ;467667,20; $1.789.820.580.670.330 ;1789820580,67;42;Australia;2021; 8.685 ;Superunicorn;4;3826,124497;11134,93323
Startup_1200;HealthTech;4; $464.716.571.971 ;464716,57; $19.241.387.544.534.000 ;19241387544,53;18;France;2009; 2.796 ;Superunicorn;16;41403,56507;25817,58733
Startup_1201;E-commerce;1; $239.201.402.767 ;239201,40; $11.103.628.902.599.300 ;11103628902,60;40;France;2018; 8.251 ;Superunicorn;7;46418,58105;5980,035069
Startup_1202;HealthTech;2; $17.954.062.319 ;17954,06; $39.532.592.375.650.400 ;39532592375,65;40;UK;2009; 15.168 ;Superunicorn;16;2201873,521;448,851558
Startup_1203;SaaS;10; $242.167.813.971 ;242167,81; $741.920.254.573.799 ;741920254,57;28;India;2022; 16.242 ;Superunicorn;3;3062,661691;8648,850499
Startup_1204;Blockchain;7; $152.253.627.477 ;152253,63; $4.724.328.248.333.010 ;4724328248,33;49;Singapore;2003; 18.953 ;Superunicorn;22;31028,3313;3107,216887
Startup_1205;Biotech;1; $95.179.478.232 ;95179,48; $22.572.742.444.451.900 ;22572742444,45;26;France;2021; 3.783 ;Superunicorn;4;237158,7624;3660,749163
Startup_1206;SaaS;6; $196.508.903.454 ;196508,90; $5.675.271.682.118.540 ;5675271682,12;47;Canada;2001; 11.905 ;Superunicorn;24;28879,48115;4181,040499
Startup_1207;E-commerce;5; $231.681.405.132 ;231681,41; $1.100.974.455.307.170 ;1100974455,31;24;Australia;2020; 11.523 ;Superunicorn;5;4751,105395;9653,391881
Startup_1208;AI;9; $311.449.175.175 ;311449,18; $14.884.371.517.912.300 ;14884371517,91;15;Australia;2009; 18.759 ;Superunicorn;16;47789,69172;20763,27835
Startup_1209;Blockchain;6; $270.947.436.114 ;270947,44; $5.097.848.423.917.820 ;5097848423,92;49;China;2013; 11.132 ;Superunicorn;12;18813,89818;5529,539513
Startup_1210;AI;2; $224.733.832.949 ;224733,83; $53.683.270.228.657 ;53683270,23;29;India;2009; 15.205 ;Superunicorn;16;237,8748927;7749,442515
Startup_1211;EdTech;1; $491.816.079.526 ;491816,08; $22.959.331.723.704.600 ;22959331723,70;16;Brazil;2011; 8.991 ;Superunicorn;14;46681,75943;30738,50497
Startup_1212;Fintech;3; $243.676.532.048 ;243676,53; $5.200.596.802.008.000 ;5200596802,01;41;UK;2010; 11.555 ;Superunicorn;15;21341,21444;5943,33005
Startup_1213;Blockchain;9; $8.128.338.980 ;8128,34; $3.500.258.139.171.590 ;3500258139,17;29;China;2007; 9.859 ;Superunicorn;18;430623,0362;280,287551
Startup_1214;Blockchain;1; $190.715.114.249 ;190715,11; $4.338.327.897.864.130 ;4338327897,86;23;Brazil;2016; 18.443 ;Superunicorn;9;22746,68791;8291,961489
Startup_1215;EdTech;2; $243.640.821.088 ;243640,82; $4.692.198.036.348.740 ;4692198036,35;49;India;2001; 17.845 ;Superunicorn;24;19257,66944;4972,261655
Startup_1216;EdTech;9; $26.182.854.281 ;26182,85; $5.590.173.995.398.660 ;5590173995,40;16;UK;2006; 14.798 ;Superunicorn;19;213504,141;1636,428393
Startup_1217;AI;4; $150.545.241.956 ;150545,24; $3.064.725.304.449.850 ;3064725304,45;43;Australia;2020; 9.333 ;Superunicorn;5;20356,5036;3501,052139
Startup_1218;Fintech;3; $345.539.318.236 ;345539,32; $12.445.424.786.813.800 ;12445424786,81;1;Brazil;2023; 16.573 ;Superunicorn;2;36016,39116;345539,3182
Startup_1219;SaaS;6; $8.361.074.657 ;8361,07; $33.006.793.407.167.000 ;33006793407,17;15;India;2011; 782 ;Superunicorn;14;3947672,566;557,4049771
Startup_1220;E-commerce;7; $64.235.623.351 ;64235,62; $15.304.767.287.391.900 ;15304767287,39;20;USA;2007; 19.703 ;Superunicorn;18;238258,808;3211,781168
Startup_1221;Fintech;1; $366.834.174.832 ;366834,17; $9.191.743.061.338.620 ;9191743061,34;14;Germany;2019; 16.796 ;Superunicorn;6;25055,94314;26202,44106
Startup_1222;EdTech;8; $94.959.749.439 ;94959,75; $3.757.321.509.745.200 ;3757321509,75;3;Germany;2009; 9.674 ;Superunicorn;16;39566,5171;31653,24981
Startup_1223;E-commerce;9; $245.445.461.163 ;245445,46; $12.153.659.227.031.600 ;12153659227,03;7;Australia;2014; 13.999 ;Superunicorn;11;49515,74058;35063,63731
Startup_1224;E-commerce;7; $170.689.954.842 ;170689,95; $6.602.119.751.469.090 ;6602119751,47;24;Australia;2009; 3.838 ;Superunicorn;16;38678,01751;7112,081452
Startup_1225;EdTech;2; $96.152.341.282 ;96152,34; $40.654.429.032.448.800 ;40654429032,45;42;India;2013; 840 ;Superunicorn;12;422811,6792;2289,341459
Startup_1226;HealthTech;7; $258.153.254.153 ;258153,25; $11.492.766.707.498.700 ;11492766707,50;1;Singapore;2005; 12.186 ;Superunicorn;20;44518,16264;258153,2542
Startup_1227;EdTech;6; $365.189.659.165 ;365189,66; $176.595.272.920.952 ;176595272,92;21;India;2018; 8.581 ;Superunicorn;7;482,571395;17389,98377
Startup_1228;HealthTech;9; $355.493.230.826 ;355493,23; $15.786.246.579.322.500 ;15786246579,32;31;UK;2004; 11.205 ;Superunicorn;21;44405,60246;11467,52358
Startup_1229;Fintech;10; $102.883.162.292 ;102883,16; $4.119.454.060.180.580 ;4119454060,18;50;Germany;2006; 1.081 ;Superunicorn;19;40039,11899;2057,663246
Startup_1230;AI;6; $213.651.374.241 ;213651,37; $3.946.860.452.602.680 ;3946860452,60;15;Brazil;2011; 16.878 ;Superunicorn;14;18472,36797;14243,42495
Startup_1231;HealthTech;4; $316.176.337.064 ;316176,34; $970.435.884.155.861 ;970435884,16;29;Canada;2020; 9.861 ;Superunicorn;5;3068,286883;10902,63231
Startup_1232;Fintech;6; $18.141.965.551 ;18141,97; $4.570.541.466.586.610 ;4570541466,59;48;Germany;2020; 18.197 ;Superunicorn;5;251930,9891;377,9576156
Startup_1233;AI;1; $403.327.102.581 ;403327,10; $13.377.000.451.948.800 ;13377000451,95;10;Australia;2002; 16.621 ;Superunicorn;23;33165,62919;40332,71026
Startup_1234;AI;6; $416.407.158.951 ;416407,16; $6.651.839.856.595.380 ;6651839856,60;40;Singapore;2020; 2.921 ;Superunicorn;5;15973,36479;10410,17897
Startup_1235;Biotech;2; $363.930.796.785 ;363930,80; $16.201.626.960.808.300 ;16201626960,81;23;Australia;2018; 15.595 ;Superunicorn;7;44517,42796;15823,07812
Startup_1236;E-commerce;3; $475.503.162.099 ;475503,16; $8.585.773.821.412.870 ;8585773821,41;18;India;2015; 18.376 ;Superunicorn;10;18055,1866;26416,84234
Startup_1237;E-commerce;6; $90.454.354.588 ;90454,35; $4.188.296.413.906.280 ;4188296413,91;50;China;2009; 10.026 ;Superunicorn;16;46301,87213;1809,087092
Startup_1238;HealthTech;8; $10.197.994.537 ;10197,99; $37.616.122.476.836.900 ;37616122476,84;12;UK;2017; 18.299 ;Superunicorn;8;3688579,371;849,8328781
Startup_1239;HealthTech;3; $255.579.251.946 ;255579,25; $12.000.232.525.468.900 ;12000232525,47;16;France;2006; 2.858 ;Superunicorn;19;46952,0779;15973,70325
Startup_1240;HealthTech;1; $48.569.324.146 ;48569,32; $9.646.163.610.245.190 ;9646163610,25;40;India;2023; 10.173 ;Superunicorn;2;198605,091;1214,233104
Startup_1241;AI;9; $101.775.781.402 ;101775,78; $35.474.482.739.777.900 ;35474482739,78;13;Canada;2014; 15.309 ;Superunicorn;11;348554,2481;7828,906262
Startup_1242;EdTech;4; $281.689.688.099 ;281689,69; $5.121.926.972.630.680 ;5121926972,63;7;India;2015; 15.391 ;Superunicorn;10;18181,86998;40241,38401
Startup_1243;EdTech;2; $439.292.763.458 ;439292,76; $10.439.626.222.843.700 ;10439626222,84;37;Australia;2005; 1.142 ;Superunicorn;20;23763,62144;11872,77739
Startup_1244;SaaS;2; $139.191.033.844 ;139191,03; $40.615.761.000.464.300 ;40615761000,46;39;Germany;2021; 5.968 ;Superunicorn;4;291797,6876;3569,000868
Startup_1245;AI;3; $314.586.229.385 ;314586,23; $12.412.655.173.660.000 ;12412655173,66;3;Singapore;2006; 16.764 ;Superunicorn;19;39456,08367;104862,0765
Startup_1246;Biotech;4; $38.038.341.692 ;38038,34; $13.761.798.609.871.800 ;13761798609,87;29;China;2014; 2.294 ;Superunicorn;11;361786,5543;1311,666955
Startup_1247;Biotech;2; $4.166.175.711 ;4166,18; $9.412.379.032.302.670 ;9412379032,30;38;India;2022; 17.404 ;Superunicorn;3;2259236,172;109,6362029
Startup_1248;HealthTech;5; $62.467.794.522 ;62467,79; $3.088.670.277.349.100 ;3088670277,35;42;USA;2014; 18.545 ;Superunicorn;11;49443,20242;1487,328441
Startup_1249;SaaS;6; $109.469.270.435 ;109469,27; $2.994.095.949.887.980 ;2994095949,89;32;Brazil;2016; 5.572 ;Superunicorn;9;27350,01767;3420,914701
Startup_1250;E-commerce;10; $448.615.647.746 ;448615,65; $1.416.591.229.255.510 ;1416591229,26;28;Australia;2016; 14.093 ;Superunicorn;9;3156,694647;16021,98742
Startup_1251;SaaS;3; $8.870.375.727 ;8870,38; $42.228.571.054.474.700 ;42228571054,47;8;Australia;2015; 8.053 ;Superunicorn;10;4760628,353;1108,796966
Startup_1252;AI;1; $22.524.473.641 ;22524,47; $11.259.922.120.352.500 ;11259922120,35;19;China;2008; 4.649 ;Superunicorn;17;499896,2362;1185,498613
Startup_1253;Biotech;4; $220.499.541.411 ;220499,54; $392.532.653.097.432 ;392532653,10;2;France;2003; 5.915 ;Superunicorn;22;1779,19714;110249,7707
Startup_1254;E-commerce;5; $197.587.567.901 ;197587,57; $2.990.311.954.665.430 ;2990311954,67;15;Singapore;2001; 8.976 ;Superunicorn;24;15133,10984;13172,50453
Startup_1255;Blockchain;8; $172.340.422.233 ;172340,42; $32.561.827.306.027.000 ;32561827306,03;19;Brazil;2000; 1.104 ;Superunicorn;25;188938,0016;9070,548539
Startup_1256;E-commerce;4; $367.160.287.063 ;367160,29; $15.868.466.059.428.300 ;15868466059,43;50;Germany;2012; 753 ;Superunicorn;13;43218,45106;7343,205741
Startup_1257;E-commerce;8; $304.956.077.345 ;304956,08; $11.875.302.087.039.400 ;11875302087,04;33;UK;2022; 14.713 ;Superunicorn;3;38940,02453;9241,093253
Startup_1258;AI;6; $203.636.876.389 ;203636,88; $8.647.704.884.018.820 ;8647704884,02;25;Australia;2014; 5.183 ;Superunicorn;11;42465,30098;8145,475056
Startup_1259;Biotech;2; $52.831.009.812 ;52831,01; $2.149.907.346.140.900 ;2149907346,14;17;Germany;2020; 159 ;Superunicorn;5;40693,04226;3107,70646
Startup_1260;Blockchain;6; $456.501.405.686 ;456501,41; $9.870.101.476.261.820 ;9870101476,26;47;Singapore;2010; 16.936 ;Superunicorn;15;21620,18529;9712,795866
Startup_1261;Fintech;6; $437.874.456.322 ;437874,46; $8.946.468.294.407.260 ;8946468294,41;23;UK;2003; 11.994 ;Superunicorn;22;20430,58299;19038,01984
Startup_1262;HealthTech;8; $485.510.949.905 ;485510,95; $9.281.122.952.183.870 ;9281122952,18;40;UK;2007; 1.262 ;Superunicorn;18;19115,19698;12137,77375
Startup_1263;Fintech;5; $119.689.008.419 ;119689,01; $315.422.200.813.104 ;315422200,81;15;USA;2009; 11.496 ;Superunicorn;16;2634,348099;7979,267228
Startup_1264;SaaS;4; $437.778.428.792 ;437778,43; $11.162.542.339.934.500 ;11162542339,93;31;Canada;2001; 1.895 ;Superunicorn;24;25497,15524;14121,8848
Startup_1265;Biotech;2; $325.095.522.143 ;325095,52; $10.793.648.448.959.600 ;10793648448,96;35;Australia;2004; 7.825 ;Superunicorn;21;33200,46761;9288,44349
Startup_1266;Blockchain;7; $140.639.038.499 ;140639,04; $6.195.931.605.553.160 ;6195931605,55;29;Canada;2010; 14.973 ;Superunicorn;15;44054,56005;4849,622017
Startup_1267;Blockchain;3; $418.335.097.851 ;418335,10; $16.288.887.941.301.000 ;16288887941,30;34;Australia;2010; 16.031 ;Superunicorn;15;38936,4165;12303,97347
Startup_1268;Fintech;7; $23.117.848.090 ;23117,85; $10.672.282.677.532.800 ;10672282677,53;42;UK;2009; 9.145 ;Superunicorn;16;461645,8901;550,4249545
Startup_1269;Biotech;5; $424.413.273.146 ;424413,27; $15.059.468.842.963.700 ;15059468842,96;10;Brazil;2016; 10.268 ;Superunicorn;9;35482,02986;42441,32731
Startup_1270;AI;1; $168.698.715.183 ;168698,72; $36.680.571.843.191.200 ;36680571843,19;42;UK;2009; 10.293 ;Superunicorn;16;217431,4316;4016,636076
Startup_1271;SaaS;3; $270.752.503.776 ;270752,50; $75.681.811.860.241 ;75681811,86;48;Canada;2000; 11.098 ;Superunicorn;25;278,5239594;5640,677162
Startup_1272;HealthTech;8; $483.302.267.163 ;483302,27; $12.550.137.578.581.600 ;12550137578,58;25;India;2000; 15.522 ;Superunicorn;25;25966,47094;19332,09069
Startup_1273;E-commerce;9; $141.961.087.785 ;141961,09; $5.201.442.305.276.610 ;5201442305,28;25;UK;2020; 15.021 ;Superunicorn;5;36638,91581;5678,443511
Startup_1274;Biotech;8; $138.758.111.837 ;138758,11; $6.324.381.681.034.170 ;6324381681,03;33;Brazil;2015; 18.298 ;Superunicorn;10;45577,46455;4204,791268
Startup_1275;AI;10; $461.659.155.885 ;461659,16; $19.934.252.590.460.500 ;19934252590,46;21;Australia;2022; 13.941 ;Superunicorn;3;43178,58896;21983,76933
Startup_1276;E-commerce;1; $14.323.572.071 ;14323,57; $4.293.071.367.433.290 ;4293071367,43;40;Canada;2002; 646 ;Superunicorn;23;299719,7223;358,0893018
Startup_1277;SaaS;10; $249.589.040.543 ;249589,04; $8.159.914.257.886.800 ;8159914257,89;49;France;2022; 7.671 ;Superunicorn;3;32692,39968;5093,653889
Startup_1278;HealthTech;7; $230.974.743.139 ;230974,74; $10.065.710.934.930.000 ;10065710934,93;20;Germany;2023; 2.431 ;Superunicorn;2;43578,27104;11548,73716
Startup_1279;AI;1; $24.674.405.867 ;24674,41; $6.415.613.966.382.170 ;6415613966,38;35;Germany;2011; 11.008 ;Superunicorn;14;260009,8793;704,9830248
Startup_1280;EdTech;1; $251.690.709.351 ;251690,71; $11.389.904.972.704.000 ;11389904972,70;34;UK;2012; 11.442 ;Superunicorn;13;45252,57731;7402,667922
Startup_1281;Biotech;7; $473.921.645.171 ;473921,65; $15.061.206.050.776.200 ;15061206050,78;22;Singapore;2013; 10.461 ;Superunicorn;12;31778,94971;21541,89296
Startup_1282;Blockchain;8; $167.094.869.664 ;167094,87; $42.071.243.101.429.400 ;42071243101,43;27;China;2004; 9.976 ;Superunicorn;21;251779,5794;6188,698876
Startup_1283;SaaS;4; $196.113.278.092 ;196113,28; $8.835.038.462.163.360 ;8835038462,16;41;India;2008; 5.063 ;Superunicorn;17;45049,68983;4783,250685
Startup_1284;Biotech;10; $488.703.228.971 ;488703,23; $22.762.474.960.812.900 ;22762474960,81;21;India;2019; 818 ;Superunicorn;6;46576,29602;23271,58233
Startup_1285;HealthTech;9; $23.082.330.826 ;23082,33; $47.146.543.289.944.400 ;47146543289,94;24;USA;2008; 5.856 ;Superunicorn;17;2042537,236;961,7637844
Startup_1286;AI;1; $371.831.208.998 ;371831,21; $9.740.676.546.021.540 ;9740676546,02;35;Brazil;2015; 2.888 ;Superunicorn;10;26195,50075;10623,74883
Startup_1287;E-commerce;5; $45.699.935.206 ;45699,94; $17.616.211.899.329.100 ;17616211899,33;49;UK;2002; 11.136 ;Superunicorn;23;385474,6428;932,6517389
Startup_1288;E-commerce;5; $246.309.634.222 ;246309,63; $57.975.253.617.301.400 ;57975253617,30;10;UK;2008; 2.878 ;Superunicorn;17;235374,5012;24630,96342
Startup_1289;SaaS;10; $43.295.967.822 ;43295,97; $20.261.767.765.228.300 ;20261767765,23;35;USA;2022; 14.758 ;Superunicorn;3;467981,7888;1237,027652
Startup_1290;SaaS;4; $229.698.196.814 ;229698,20; $5.221.087.915.170.030 ;5221087915,17;8;Brazil;2002; 2.507 ;Superunicorn;23;22729,20854;28712,2746
Startup_1291;E-commerce;1; $25.468.392.268 ;25468,39; $12.042.060.201.488.100 ;12042060201,49;33;USA;2016; 18.775 ;Superunicorn;9;472822,7289;771,7694627
Startup_1292;EdTech;2; $298.407.414.122 ;298407,41; $5.710.441.360.761.600 ;5710441360,76;40;Germany;2005; 8.558 ;Superunicorn;20;19135,39236;7460,185353
Startup_1293;E-commerce;6; $229.627.121.497 ;229627,12; $579.598.419.758.002 ;579598419,76;31;UK;2004; 18.626 ;Superunicorn;21;2523,085204;7407,3265
Startup_1294;EdTech;10; $485.243.172.687 ;485243,17; $14.553.917.021.408.000 ;14553917021,41;15;UK;2002; 1.970 ;Superunicorn;23;29992,03821;32349,54485
Startup_1295;Biotech;4; $54.379.501.058 ;54379,50; $25.646.300.844.063.900 ;25646300844,06;17;Brazil;2008; 728 ;Superunicorn;17;471616,0679;3198,79418
Startup_1296;E-commerce;7; $5.907.594.977 ;5907,59; $18.570.340.204.134.400 ;18570340204,13;15;USA;2023; 4.926 ;Superunicorn;2;3143467,751;393,8396651
Startup_1297;HealthTech;4; $141.141.379.365 ;141141,38; $23.201.278.751.259.300 ;23201278751,26;32;USA;2001; 1.208 ;Superunicorn;24;164382,2507;4410,668105
Startup_1298;HealthTech;1; $109.621.835.469 ;109621,84; $2.258.455.536.491.290 ;2258455536,49;42;Brazil;2004; 11.678 ;Superunicorn;21;20601,24158;2610,043702
Startup_1299;E-commerce;1; $85.988.724.674 ;85988,72; $357.107.540.419.953 ;357107540,42;42;France;2007; 1.501 ;Superunicorn;18;4151,957749;2047,350587
Startup_1300;Blockchain;2; $121.694.088.399 ;121694,09; $4.184.770.366.631.550 ;4184770366,63;47;USA;2010; 6.876 ;Superunicorn;15;34386,62245;2589,235923
Startup_1301;Fintech;4; $473.475.525.498 ;473475,53; $9.441.460.337.097.520 ;9441460337,10;39;UK;2002; 19.699 ;Superunicorn;23;19939,75687;12140,39809
Startup_1302;EdTech;7; $81.019.512.856 ;81019,51; $26.748.655.129.757.200 ;26748655129,76;1;USA;2002; 12.431 ;Superunicorn;23;330149,7771;81019,51286
Startup_1303;Biotech;2; $202.713.090.927 ;202713,09; $6.105.727.847.299.490 ;6105727847,30;7;Germany;2023; 3.116 ;Superunicorn;2;30119,0471;28959,01299
Startup_1304;AI;4; $446.499.824.644 ;446499,82; $12.753.041.808.536.900 ;12753041808,54;25;USA;2010; 4.771 ;Superunicorn;15;28561,25491;17859,99299
Startup_1305;AI;6; $13.690.851.087 ;13690,85; $36.647.439.010.416.600 ;36647439010,42;40;Brazil;2020; 1.797 ;Superunicorn;5;2676782,114;342,2712772
Startup_1306;SaaS;7; $246.075.894.688 ;246075,89; $5.120.263.509.632.920 ;5120263509,63;34;Australia;2018; 3.763 ;Superunicorn;7;20806,65983;7237,526314
Startup_1307;SaaS;6; $293.820.689.665 ;293820,69; $13.198.408.720.960.400 ;13198408720,96;2;France;2017; 2.826 ;Superunicorn;8;44918,9433;146910,3448
Startup_1308;Blockchain;1; $443.821.172.734 ;443821,17; $18.832.588.070.713.000 ;18832588070,71;2;China;2023; 11.905 ;Superunicorn;2;42431,82932;221910,5864
Startup_1309;SaaS;4; $3.907.814.828 ;3907,81; $9.763.379.129.922.080 ;9763379129,92;30;Canada;2021; 3.585 ;Superunicorn;4;2498423,199;130,2604943
Startup_1310;E-commerce;5; $492.517.720.506 ;492517,72; $13.742.886.733.287.500 ;13742886733,29;42;Singapore;2016; 950 ;Superunicorn;9;27902,33456;11726,61239
Startup_1311;Biotech;2; $206.621.349.152 ;206621,35; $5.616.561.257.337.470 ;5616561257,34;7;Brazil;2014; 11.416 ;Superunicorn;11;27181,86992;29517,33559
Startup_1312;EdTech;10; $34.259.030.521 ;34259,03; $17.077.889.920.072.300 ;17077889920,07;17;UK;2007; 10.806 ;Superunicorn;18;498492,0881;2015,237089
Startup_1313;Fintech;9; $254.849.804.332 ;254849,80; $12.246.569.492.938.900 ;12246569492,94;45;China;2014; 1.698 ;Superunicorn;11;48053,06669;5663,328985
Startup_1314;EdTech;5; $322.052.035.685 ;322052,04; $14.411.258.787.728.800 ;14411258787,73;11;China;2015; 10.326 ;Superunicorn;10;44747,23069;29277,45779
Startup_1315;AI;3; $1.155.340.601 ;1155,34; $3.707.542.186.407.080 ;3707542186,41;10;Australia;2015; 115 ;Superunicorn;10;3209045,911;115,5340601
Startup_1316;E-commerce;3; $235.570.337.136 ;235570,34; $9.374.424.427.182.880 ;9374424427,18;1;India;2017; 7.508 ;Superunicorn;8;39793,58764;235570,3371
